0,1,2,3,4,5,6,7
MST,Maastricht Aachen Airport,Maastricht,Netherlands,50.911701,5.77014,Europe/Amsterdam,E
MSW,Massawa International Airport,Massawa,Eritrea,15.67000008,39.37009811,Africa/Asmera,U
MSZ,Namibe Airport,Mocamedes,Angola,-15.26119995,12.14680004,Africa/Luanda,N
MTF,Mizan Teferi Airport,Mizan Teferi,Ethiopia,6.9571,35.5547,Africa/Addis_Ababa,U
MTH,The Florida Keys Marathon Airport,Marathon,United States,24.726101,-81.051399,America/New_York,A
MTK,Makin Island Airport,Makin,Kiribati,3.374439955,172.9920044,Pacific/Tarawa,U
MTM,Metlakatla Seaplane Base,Metakatla,United States,55.131001,-131.578003,America/Anchorage,A
MTP,Montauk Airport,Montauk,United States,41.0765,-71.920797,-,A
MTS,Matsapha Airport,Manzini,Swaziland,-26.52899933,31.30750084,Africa/Mbabane,U
MTV,Mota Lava Airport,Ablow,Vanuatu,-13.66600037,167.7120056,Pacific/Efate,U
MTZ,Bar Yehuda Airfield,Metzada,Israel,31.32819939,35.3885994,Asia/Jerusalem,E
MUB,Maun Airport,Maun,Botswana,-19.97260094,23.43110085,Africa/Gaborone,U
MUD,Mueda Airport,Mueda,Mozambique,-11.6729002,39.56309891,Africa/Maputo,U
MUH,Mersa Matruh Airport,Mersa-matruh,Egypt,31.3253994,27.22170067,Africa/Cairo,U
MUK,Mauke Airport,Mauke Island,Cook Islands,-20.13610077,-157.3450012,Pacific/Rarotonga,U
MUO,Mountain Home Air Force Base,Mountain Home,United States,43.043598,-115.872002,America/Denver,A
MUS,Minami Torishima Airport,Minami Tori Shima,Japan,24.28969955,153.9790039,Asia/Tokyo,U
MUX,Multan International Airport,Multan,Pakistan,30.20319939,71.4190979,Asia/Karachi,N
MVA,Reykjahlíð Airport,Myvatn,Iceland,65.65579987,-16.91810036,Atlantic/Reykjavik,N
MVD,Carrasco International /General C L Berisso Airport,Montevideo,Uruguay,-34.838402,-56.0308,America/Montevideo,S
MVL,Morrisville Stowe State Airport,Morrisville,United States,44.534599299999996,-72.61399841,America/New_York,A
MVQ,Mogilev Airport,Mogilev,Belarus,53.95489883,30.0951004,Europe/Minsk,E
MVS,Mucuri Airport,Mucuri,Brazil,-18.0489006,-39.86420059,America/Fortaleza,S
MVV,Megève Airport,Verdun,France,45.82080078,6.652219772,Europe/Paris,U
MVY,Martha's Vineyard Airport,Vineyard Haven MA,United States,41.39310074,-70.61430359,America/New_York,A
MWA,Williamson County Regional Airport,Marion,United States,37.75500107,-89.01110077,America/Chicago,A
MWD,Mianwali Air Base,Mianwali,Pakistan,32.56309891,71.5707016,Asia/Karachi,N
MWF,Maewo-Naone Airport,Maewo Island,Vanuatu,-15.0,168.0829926,Pacific/Efate,U
MWK,Tarempa Airport,Anambas Islands,Indonesia,3.348119974,106.2580032,Asia/Jakarta,N
MWQ,Magway Airport,Magwe,Burma,20.1656,94.941399,Asia/Rangoon,U
MWZ,Mwanza Airport,Mwanza,Tanzania,-2.444489956,32.932701109999996,Africa/Dar_es_Salaam,U
MXF,Maxwell Air Force Base,Montgomery,United States,32.3829,-86.365799,America/Chicago,A
MXI,Mati National Airport,,Philippines,6.949091,126.27368,-,-
MXL,General Rodolfo Sánchez Taboada International Airport,Mexicali,Mexico,32.6306,-115.241997,America/Tijuana,S
MXN,Morlaix-Ploujean Airport,Morlaix,France,48.60319901,-3.815779924,Europe/Paris,E
MXS,Maota Airport,Savaii Island,Samoa,-13.742300029999999,-172.2579956,Pacific/Apia,U
MXV,Mörön Airport,Muren,Mongolia,49.66329956,100.098999,Asia/Ulaanbaatar,U
MXZ,Meixian Airport,Meixian,China,24.35000038,116.1330032,Asia/Shanghai,U
MYB,Mayumba Airport,Mayumba,Gabon,-3.4584198,10.67407608,Africa/Libreville,U
MYD,Malindi Airport,Malindi,Kenya,-3.229310036,40.10169983,Africa/Nairobi,U
MYG,Mayaguana Airport,Mayaguana,Bahamas,22.379499,-73.013494,America/Nassau,U
MYJ,Matsuyama Airport,Matsuyama,Japan,33.82720184,132.6999969,Asia/Tokyo,U
MYP,Mary Airport,Mary,Turkmenistan,37.6194,61.896702,Asia/Ashgabat,U
MYR,Myrtle Beach International Airport,Myrtle Beach,United States,33.67969894,-78.92829895,America/New_York,A
MYU,Mekoryuk Airport,Mekoryuk,United States,60.37139893,-166.2709961,America/Anchorage,A
MYW,Mtwara Airport,Mtwara,Tanzania,-10.33909988,40.18180084,Africa/Dar_es_Salaam,U
MYZ,Monkey Bay Airport,Monkey Bay,Malawi,-14.08360004,34.91970062,-,N
MZG,Makung Airport,Makung,Taiwan,23.56870079,119.6279984,Asia/Taipei,U
MZI,Mopti Airport,Mopti,Mali,14.51280022,-4.079559803,Africa/Bamako,N
MZK,Marakei Airport,Marakei,Kiribati,2.058609962,173.2709961,Pacific/Tarawa,U
MZM,Metz-Frescaty (BA 128) Air Base,Metz,France,49.07170105,6.131669998,Europe/Paris,E
MZP,Motueka Airport,Motueka,New Zealand,-41.12329865,172.9889984,Pacific/Auckland,Z
MZR,Mazar I Sharif Airport,Mazar-i-sharif,Afghanistan,36.70690155,67.20970154,Asia/Kabul,U
MZU,Muzaffarpur Airport,Mazuffarpur,India,26.11910057,85.31369781,Asia/Calcutta,N
MZW,Mecheria Airport,Mecheria,Algeria,33.53590012,-0.242353007,Africa/Algiers,N
NAC,Naracoorte Airport,Naracoorte,Australia,-36.98529816,140.7250061,-,O
NAH,Naha Airport,Naha,Indonesia,3.683209896,125.5279999,Asia/Makassar,N
NAJ,Nakhchivan Airport,Nakhchivan,Azerbaijan,39.18880081,45.45840073,Asia/Baku,E
NAL,Nalchik Airport,Nalchik,Russia,43.51290131,43.63660049,Europe/Moscow,N
NAN,Nadi International Airport,Nandi,Fiji,-17.7553997,177.4429932,Pacific/Fiji,U
NAP,Naples International Airport,Naples,Italy,40.886002,14.2908,Europe/Rome,E
NAS,Lynden Pindling International Airport,Nassau,Bahamas,25.03899956,-77.46620178,America/Nassau,U
NAU,Napuka Island Airport,Napuka,French Polynesia,-14.17679977,-141.2669983,-,N
NAW,Narathiwat Airport,Narathiwat,Thailand,6.519919872,101.7429962,Asia/Bangkok,U
NBC,Begishevo Airport,Nizhnekamsk,Russia,55.56470108,52.09249878,Europe/Moscow,N
NBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,United States,29.82530022,-90.03500366,America/Chicago,A
NBO,Jomo Kenyatta International Airport,Nairobi,Kenya,-1.319239974,36.92779922,Africa/Nairobi,N
NBW,Leeward Point Field,Guantanamo,Cuba,19.90649986,-75.20709991,-,U
NCA,North Caicos Airport,North Caicos,Turks and Caicos Islands,21.9175,-71.939598,America/Grand_Turk,U
NCG,Nuevo Casas Grandes Airport,Nuevo Casas Grandes,Mexico,30.3974,-107.875,America/Mazatlan,S
NCL,Newcastle Airport,Newcastle,United Kingdom,55.03749847,-1.691669941,Europe/London,E
NCO,Quonset State Airport,North Kingstown,United States,41.597099299999996,-71.41210175,America/New_York,A
NCS,Newcastle Airport,Newcastle,South Africa,-27.77059937,29.9769001,Africa/Johannesburg,U
NCY,Annecy-Haute-Savoie-Mont Blanc Airport,Annecy,France,45.9308333,6.1063889,Europe/Paris,E
NDC,Nanded Airport,Nanded,India,19.18330002,77.3167038,Asia/Calcutta,N
NDG,Qiqihar Sanjiazi Airport,Qiqihar,China,47.23960114,123.9179993,Asia/Shanghai,U
NDN,Nadunumu Airport,Nadunumu,Papua New Guinea,-9.143555556,147.68425,-,N
NDU,Rundu Airport,Rundu,Namibia,-17.9564991,19.71940041,Africa/Windhoek,S
NEC,Necochea Airport,Necochea,Argentina,-38.4831,-58.8172,America/Buenos_Aires,N
NEL,Lakehurst Maxfield Field Airport,Lakehurst,United States,40.03329849,-74.353302,America/New_York,A
NEU,Sam Neua Airport,Sam Neua,Laos,20.41839981,104.0670013,Asia/Vientiane,U
NEW,Lakefront Airport,New Orleans,United States,30.04240036,-90.02829742,America/Chicago,A
NFL,Fallon Naval Air Station,Fallon,United States,39.41659927,-118.7009964,America/Los_Angeles,A
NGA,Young Airport,,Australia,-34.25559998,148.2480011,-,-
NGD,Captain Auguste George Airport,Anegada,British Virgin Islands,18.72719955,-64.32969666,-,U
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,United States,21.45050049,-157.7680054,Pacific/Honolulu,A
NGK,Nogliki Airport,Nogliki,Russia,51.780102,143.139008,-,N
NGQ,Ngari Gunsa Airport,Shiquanhe,China,32.1,80.05305556,Asia/Shanghai,N
NGU,Norfolk Naval Station (Chambers Field),Norfolk,United States,36.937599,-76.289299,America/New_York,A
NGZ,Alameda Naval Air Station,Alameda,United States,37.78889847,-122.3199997,America/Los_Angeles,U
NHD,Al Minhad Air Base,Minhad AB,United Arab Emirates,25.02680016,55.36619949,Asia/Dubai,U
NHT,RAF Northolt,Northolt,United Kingdom,51.5530014,-0.418166995,Europe/London,E
NHZ,Brunswick Executive Airport,Brunswick,United States,43.89220047,-69.93859863,-,-
NIG,Nikunau Airport,Nikunau,Kiribati,-1.314440012,176.4100037,Pacific/Tarawa,U
NIO,Nioki Airport,Nioki,Congo (Kinshasa),-2.717499971,17.68470001,Africa/Kinshasa,N
NIS,Simberi Airport,Simberi Island,Papua New Guinea,-2.662222222,151.9977778,-,N
NIU,Naiu Airport,Niau,French Polynesia,-16.1191,-146.3683,Pacific/Tahiti,U
NJC,Nizhnevartovsk Airport,Nizhnevartovsk,Russia,60.94929886,76.4835968,Asia/Yekaterinburg,N
NJK,El Centro NAF Airport (Vraciu Field),El Centro,United States,32.829201,-115.671996,America/Los_Angeles,A
NKC,Nouakchott–Oumtounsy International Airport,Nouakschott,Mauritania,18.31,-15.9697222,Africa/Nouakchott,N
NKM,Nagoya Airport,Nagoya,Japan,35.25500107,136.923996,Asia/Tokyo,U
NKW,Diego Garcia Naval Support Facility,Diego Garcia Island,British Indian Ocean Territory,-7.31327,72.411102,Indian/Chagos,U
NLA,Simon Mwansa Kapwepwe International Airport,Ndola,Zambia,-12.99810028,28.66489983,Africa/Lusaka,U
NLD,Quetzalcóatl International Airport,Nuevo Laredo,Mexico,27.44389915,-99.57050323,America/Mexico_City,S
NLG,Nelson Lagoon Airport,Nelson Lagoon,United States,56.00749969,-161.1600037,America/Anchorage,A
NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,Russia,53.154999,140.649994,-,-
NLO,Ndolo Airport,Kinshasa,Congo (Kinshasa),-4.326660156,15.32750034,Africa/Kinshasa,N
NLT,Xinyuan Nalati Airport,Xinyuan,China,43.4318,83.3786,Asia/Shanghai,U
NMA,Namangan Airport,Namangan,Uzbekistan,40.98460007,71.55670166,Asia/Samarkand,U
NMC,Normans Cay Airport,Norman's Cay,Bahamas,24.59429932,-76.82019806,America/Nassau,U
NMS,Namsang Airport,Namsang,Burma,20.89049911,97.73590088,Asia/Rangoon,U
NNA,Kenitra Airport,Kentira,Morocco,34.2989006,-6.595880032,Africa/Casablanca,N
NNG,Nanning Wuxu Airport,Nanning,China,22.60829926,108.1719971,Asia/Shanghai,U
NNM,Naryan Mar Airport,Naryan-Mar,Russia,67.63999939,53.12189865,Europe/Moscow,N
NNT,Nan Airport,Nan,Thailand,18.80789948,100.7829971,Asia/Bangkok,U
NNY,Nanyang Jiangying Airport,Nanyang,China,32.980801,112.614998,Asia/Shanghai,U
NOB,Nosara Airport,Nosara Beach,Costa Rica,9.976490021,-85.65299988,America/Costa_Rica,U
NOD,Norden-Norddeich Airport,Norden,Germany,53.63305664,7.190278053,Europe/Berlin,E
NOJ,Noyabrsk Airport,Noyabrsk,Russia,63.18330002,75.26999664,Asia/Yekaterinburg,N
NOP,Sinop Airport,Sinop,Turkey,42.01580048,35.06639862,Europe/Istanbul,E
NOS,Fascene Airport,Nosy-be,Madagascar,-13.31210041,48.31480026,Indian/Antananarivo,U
NOU,La Tontouta International Airport,Noumea,New Caledonia,-22.01460075,166.2129974,Pacific/Noumea,U
NOZ,Spichenkovo Airport,Novokuznetsk,Russia,53.811401,86.877197,Asia/Krasnoyarsk,N
NPE,Hawke's Bay Airport,NAPIER,New Zealand,-39.465801,176.869995,Pacific/Auckland,Z
NPO,Nanga Pinoh Airport,Nangapinoh,Indonesia,-0.348868996,111.7480011,Asia/Jakarta,N
NQA,Millington-Memphis Airport,Millington,United States,35.356701,-89.8703,America/Chicago,A
NQN,Presidente Peron Airport,Neuquen,Argentina,-38.949001,-68.155701,America/Argentina/Salta,N
NQU,Reyes Murillo Airport,Nuquí,Colombia,5.6964,-77.2806,America/Bogota,U
NQY,Newquay Cornwall Airport,Newquai,United Kingdom,50.44060135,-4.995409966,Europe/London,E
NRB,Naval Station Mayport (Admiral David L. Mcdonald Field),Mayport,United States,30.39109993,-81.42469788,-,-
NRE,Namrole Airport,Buru Island,Indonesia,-3.8548,126.7012,-,N
NRL,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.36750031,-2.434439898,Europe/London,E
NRR,José Aponte de la Torre Airport,Ceiba,Puerto Rico,18.24530029,-65.6434021,America/Puerto_Rico,A
NSE,Whiting Field Naval Air Station - North,Milton,United States,30.7241993,-87.02189636,America/Chicago,A
NSI,Yaoundé Nsimalen International Airport,Yaounde,Cameroon,3.722559929,11.5532999,Africa/Douala,N
NSN,Nelson Airport,Nelson,New Zealand,-41.2983017,173.220993,Pacific/Auckland,Z
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat,Thailand,8.539620399,99.94470215,Asia/Bangkok,U
NTB,Notodden Airport,Notodden,Norway,59.565701,9.21222,Europe/Oslo,E
NTE,Nantes Atlantique Airport,Nantes,France,47.15319824,-1.610730052,Europe/Paris,E
NTL,Newcastle Airport,Newcastle,Australia,-32.79499817,151.8339996,Australia/Sydney,O
NTQ,Noto Airport,Wajima,Japan,37.29309845,136.9620056,Asia/Tokyo,U
NTT,Kuini Lavenia Airport,Niuatoputapu,Tonga,-15.977297,-173.791089,Pacific/Tongatapu,U
NTX,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,3.90871,108.388,Asia/Jakarta,N
NUE,Nuremberg Airport,Nuernberg,Germany,49.498699,11.078056,Europe/Berlin,E
NUK,Nukutavake Airport,Nukutavake,French Polynesia,-19.28499985,-138.7720032,-,N
NUQ,Moffett Federal Airfield,Mountain View,United States,37.4161,-122.049004,America/Los_Angeles,A
NUW,Whidbey Island Naval Air Station (Ault Field),Whidbey Island,United States,48.351799,-122.655998,America/Los_Angeles,A
NVA,Benito Salas Airport,Neiva,Colombia,2.95015,-75.294,America/Bogota,U
NVK,Narvik Framnes Airport,Narvik,Norway,68.43689728,17.38669968,Europe/Oslo,E
NVS,Nevers-Fourchambault Airport,Nevers,France,47.00260162,3.113329887,Europe/Paris,E
NWA,Mohéli Bandar Es Eslam Airport,Moheli,Comoros,-12.29810047,43.76639938,Indian/Comoro,U
NXX,Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,United States,40.19979858,-75.14820099,America/New_York,A
NYE,Nyeri Airport,NYERI,Kenya,-0.364414006,36.97848511,Africa/Nairobi,U
NYK,Nanyuki Airport,Nanyuki,Kenya,-0.062398899,37.041008,Africa/Nairobi,U
NYO,Stockholm Skavsta Airport,Stockholm,Sweden,58.78860092,16.91220093,Europe/Stockholm,E
NYT,Naypyidaw Airport,Naypyidaw,Burma,19.623501,96.200996,Asia/Rangoon,U
NYW,Monywar Airport,Monywa,Burma,22.221638,95.093479,Asia/Rangoon,N
NZC,Maria Reiche Neuman Airport,Nazca,Peru,-14.85400009,-74.96150208,America/Lima,U
NZH,Manzhouli Xijiao Airport,Manzhouli,China,49.566667,117.33,Asia/Shanghai,U
NZL,Chengjisihan Airport,Zhalantun,China,47.865833,122.767503,-,N
OAA,Shank Air Base,Shank,Afghanistan,33.9225,69.07722222,Asia/Kabul,N
OAH,Shindand Airport,Shindand,Afghanistan,33.3913002,62.26100159,Asia/Kabul,U
OAJ,Albert J Ellis Airport,Jacksonville NC,United States,34.82920074,-77.61209869,America/New_York,A
OAL,Cacoal Airport,Cacoal,Brazil,-11.496,-61.4508,America/Boa_Vista,N
OAR,Marina Municipal Airport,Fort Ord,United States,36.68190002,-121.762001,America/Los_Angeles,A
OAX,Xoxocotlán International Airport,Oaxaca,Mexico,16.99990082,-96.72660065,America/Mexico_City,S
OBC,Obock Airport,Obock,Djibouti,11.96700001,43.26699829,Africa/Djibouti,N
OBF,Oberpfaffenhofen Airport,Oberpfaffenhofen,Germany,48.081402,11.2831,Europe/Berlin,E
OBN,Oban Airport,North Connel,United Kingdom,56.46350098,-5.399670124,Europe/London,E
OBS,Aubenas-Ardèche Méridional Airport,Aubenas-vals-lanas,France,44.544203,4.372192,Europe/Paris,E
OBY,Ittoqqortoormiit Heliport,Ittoqqortoormiit,Greenland,70.48822882,-21.97167993,America/Scoresbysund,U
OCC,Francisco De Orellana Airport,Coca,Ecuador,-0.462886006,-76.98680115,America/Guayaquil,U
OCJ,Boscobel Aerodrome,Ocho Rios,Jamaica,18.4041996,-76.96900177,America/Jamaica,U
OCN,Oceanside Municipal Airport,Fraser Island,Australia,33.21730042,-117.3539963,America/Los_Angeles,O
OCW,Warren Field,Washington,United States,35.57049942,-77.04979706,America/New_York,A
ODE,Odense Airport,Odense,Denmark,55.47669983,10.33090019,Europe/Copenhagen,E
ODN,Long Seridan Airport,Long Seridan,Malaysia,3.967000008,115.0500031,Asia/Kuala_Lumpur,N
ODS,Odessa International Airport,Odessa,Ukraine,46.42679977,30.67650032,Europe/Kiev,E
OEL,Oryol Yuzhny Airport,Oakley,United States,52.93470001,36.00220108,-,A
OER,Örnsköldsvik Airport,Ornskoldsvik,Sweden,63.40829849,18.98999977,Europe/Stockholm,E
OFF,Offutt Air Force Base,Omaha,United States,41.11830139,-95.91249847,America/Chicago,A
OGB,Orangeburg Municipal Airport,Orangeburg,United States,33.45679855,-80.85949707,-,-
OGG,Kahului Airport,Kahului,United States,20.8986,-156.429993,Pacific/Honolulu,N
OGN,Yonaguni Airport,Yonaguni Jima,Japan,24.46689987,122.9779968,Asia/Tokyo,U
OGU,Ordu Giresun Airport,Ordu-Giresun,Turkey,40.966047,38.080994,-,E
OGZ,Beslan Airport,Beslan,Russia,43.20510101,44.60660172,Europe/Moscow,N
OHD,Ohrid St. Paul the Apostle Airport,Ohrid,Macedonia,41.18,20.7423,Europe/Skopje,E
OHO,Okhotsk Airport,Okhotsk,Russia,59.4100647,143.0565033,Asia/Vladivostok,N
OIA,Ourilândia do Norte Airport,Ourilandia do Norte,Brazil,-6.763100147,-51.04990005,America/Belem,S
OIR,Okushiri Airport,Okushiri,Japan,42.07170105,139.4329987,Asia/Tokyo,U
OJC,Johnson County Executive Airport,Olathe,United States,38.84759903,-94.73760223,America/Chicago,A
OKC,Will Rogers World Airport,Oklahoma City,United States,35.39310074,-97.60070038,America/Chicago,A
OKE,Okierabu Airport,Okierabu,Japan,27.42550087,128.701004,Asia/Tokyo,U
OKI,Oki Airport,Oki Island,Japan,36.18109894,133.3249969,Asia/Tokyo,U
OKK,Kokomo Municipal Airport,Kokomo,United States,40.52819824,-86.05899811,-,A
OKM,Okmulgee Regional Airport,Okmulgee,United States,35.66809845,-95.94869995,America/Chicago,A
OKO,Yokota Air Base,Yokota,Japan,35.74850082,139.3480072,Asia/Tokyo,U
OKU,Mokuti Lodge Airport,Mokuti Lodge,Namibia,-18.81279945,17.05940056,Africa/Windhoek,S
OLA,Ørland Airport,Orland,Norway,63.69889832,9.604000092,Europe/Oslo,E
OLC,Senadora Eunice Micheles Airport,Sao Paulo de Olivenca,Brazil,-3.467929508,-68.92041206,America/Boa_Vista,S
OLJ,North West Santo Airport,Olpoi,Vanuatu,-14.88169956,166.5579987,Pacific/Efate,U
OLM,Olympia Regional Airport,Olympia,United States,46.9693985,-122.9029999,America/Los_Angeles,A
OLS,Nogales International Airport,Nogales,United States,31.4177,-110.848,America/Phoenix,A
OLZ,Olyokminsk Airport,Olekminsk,Russia,60.397499,120.471001,Asia/Yakutsk,N
OMB,Omboue Hopital Airport,Omboue Hospial,Gabon,-1.574730039,9.26268959,Africa/Libreville,N
OMD,Oranjemund Airport,Oranjemund,Namibia,-28.5847,16.446699,Africa/Windhoek,S
OMF,King Hussein Air College,Mafraq,Jordan,32.3564,36.259201,Asia/Amman,E
OMI,Omidiyeh Airport,Omidyeh,Iran,30.83519936,49.53490067,Asia/Tehran,E
OMR,Oradea International Airport,Oradea,Romania,47.02529907,21.90250015,Europe/Bucharest,E
OND,Ondangwa Airport,Ondangwa,Namibia,-17.878201,15.9526,Africa/Windhoek,S
ONJ,Odate Noshiro Airport,Odate Noshiro,Japan,40.19189835,140.3710022,Asia/Tokyo,U
ONO,Ontario Municipal Airport,Ontario,United States,44.02050018,-117.0139999,America/Denver,A
ONQ,Zonguldak Airport,Zonguldak,Turkey,41.50640106,32.08860016,Europe/Istanbul,E
ONT,Ontario International Airport,Ontario,United States,34.05599976,-117.6009979,America/Los_Angeles,A
OOK,Toksook Bay Airport,Toksook Bay,United States,60.54140091,-165.0870056,America/Anchorage,A
OOM,Cooma Snowy Mountains Airport,Cooma,Australia,-36.30059814,148.973999,Australia/Sydney,O
OPO,Francisco de Sá Carneiro Airport,Porto,Portugal,41.24810028,-8.681389809,Europe/Lisbon,E
OPU,Balimo Airport,Balimo,Papua New Guinea,-8.050000191,142.9329987,Pacific/Port_Moresby,U
ORB,Örebro Airport,Orebro,Sweden,59.22370148,15.03800011,Europe/Stockholm,E
ORE,Orléans-Bricy (BA 123) Air Base,Orleans,France,47.9878006,1.760560036,Europe/Paris,E
ORG,Zorg en Hoop Airport,Paramaribo,Suriname,5.81108,-55.190701,America/Paramaribo,U
ORJ,Orinduik Airport,Orinduik,Guyana,4.725269794,-60.03499985,America/Guyana,U
ORL,Orlando Executive Airport,Orlando,United States,28.5455,-81.332901,America/New_York,A
ORP,Orapa Airport,Orapa,Botswana,-21.266701,25.3167,Africa/Gaborone,U
ORU,Juan Mendoza Airport,Oruro,Bolivia,-17.96260071,-67.07620239,America/La_Paz,U
ORW,Ormara Airport,Ormara Raik,Pakistan,25.27470016,64.58599854,Asia/Karachi,N
ORY,Paris-Orly Airport,Paris,France,48.7233333,2.3794444,Europe/Paris,E
OSD,Åre Östersund Airport,Östersund,Sweden,63.19440079,14.50030041,Europe/Stockholm,E
OSH,Wittman Regional Airport,Oshkosh,United States,43.9844017,-88.55699921,America/Chicago,A
OSK,Oskarshamn Airport,Oskarshamn,Sweden,57.350498,16.497999,Europe/Stockholm,E
OSM,Mosul International Airport,Mosul,Iraq,36.305801,43.1474,Asia/Baghdad,U
OSP,Redzikowo Air Base,Slupsk,Poland,54.47890091,17.10750008,Europe/Warsaw,E
OSS,Osh Airport,Osh,Kyrgyzstan,40.60900116,72.79329681,Asia/Bishkek,U
OSU,The Ohio State University Airport - Don Scott Field,Columbus,United States,40.0798,-83.072998,America/New_York,U
OSY,Namsos Høknesøra Airport,Namsos,Norway,64.47219849,11.57859993,Europe/Oslo,E
OTI,Pitu Airport,Morotai Island,Indonesia,2.04598999,128.3249969,Asia/Jayapura,N
OTK,Tillamook Airport,Tillamook,United States,45.41820145,-123.814003,America/Los_Angeles,A
OTP,Henri Coandă International Airport,Bucharest,Romania,44.5711111,26.085,Europe/Bucharest,E
OTU,Otu Airport,Otu,Colombia,7.01037,-74.7155,America/Bogota,U
OUA,Ouagadougou Airport,Ouagadougou,Burkina Faso,12.3532,-1.51242,Africa/Ouagadougou,N
OUE,Ouesso Airport,Ouesso,Congo (Kinshasa),1.615990043,16.03790092,Africa/Brazzaville,N
OUK,Outer Skerries Airport,Outer Skerries,United Kingdom,60.4252,-0.75,Europe/London,E
OUZ,Tazadit Airport,Zouerat,Mauritania,22.75639915,-12.48359966,Africa/Nouakchott,N
OVB,Tolmachevo Airport,Novosibirsk,Russia,55.01259995,82.65070343,Asia/Krasnoyarsk,N
OVG,Overberg Airport,Overberg,South Africa,-34.55490112,20.2507,Africa/Johannesburg,U
OVS,Sovetskiy Airport,Sovetskiy,Russia,61.32662201,63.60191345,Asia/Yekaterinburg,N
OWD,Norwood Memorial Airport,Norwood,United States,42.19049835,-71.17289734,America/New_York,A
OXC,Waterbury Oxford Airport,Oxford,United States,41.47859955,-73.1352005,America/New_York,A
OXR,Oxnard Airport,Oxnard,United States,34.20080185,-119.2070007,America/Los_Angeles,A
OYE,Oyem Airport,Oyem,Gabon,1.543110013,11.58139992,Africa/Libreville,N
OYL,Moyale Airport,Moyale,Kenya,3.46972,39.101398,Africa/Nairobi,U
OYP,Saint-Georges-de-l'Oyapock Airport,St.-georges Oyapock,French Guiana,3.897599936,-51.80410004,America/Cayenne,U
OZC,Labo Airport,Ozamis,Philippines,8.178509712,123.8420029,Asia/Manila,N
OZH,Zaporizhzhia International Airport,Zaporozhye,Ukraine,47.86700058,35.31570053,Europe/Kiev,E
OZR,Cairns AAF (Fort Rucker) Air Field,Fort Rucker/Ozark,United States,31.27569962,-85.71340179,-,-
PAA,Hpa-N Airport,Hpa-an,Burma,16.89369965,97.67459869,Asia/Rangoon,U
PAC,Marcos A. Gelabert International Airport,Panama,Panama,8.973340034,-79.55560303,America/Panama,U
PAE,Snohomish County (Paine Field) Airport,Everett,United States,47.90629959,-122.2819977,America/Los_Angeles,A
PAH,Barkley Regional Airport,PADUCAH,United States,37.06079865,-88.77380371,America/Chicago,A
PAL,German Olano Air Base,La Dorada,Colombia,5.48361,-74.6574,-,-
PAN,Pattani Airport,Pattani,Thailand,6.785459995,101.1539993,Asia/Bangkok,U
PAP,Toussaint Louverture International Airport,Port-au-prince,Haiti,18.57999992,-72.29250336,America/Port-au-Prince,U
PAS,Paros National Airport,Paros,Greece,37.020495,25.113195,Europe/Athens,E
PAV,Paulo Afonso Airport,Paulo Alfonso,Brazil,-9.40087986,-38.25059891,America/Fortaleza,S
PAZ,El Tajín National Airport,Poza Rico,Mexico,20.60269928,-97.46080017,America/Mexico_City,S
PBD,Porbandar Airport,Porbandar,India,21.64870071,69.65720367,Asia/Calcutta,N
PBG,Plattsburgh International Airport,Plattsburgh,United States,44.65090179,-73.4681015,America/New_York,A
PBI,Palm Beach International Airport,West Palm Beach,United States,26.68320084,-80.09559631,America/New_York,A
PBL,General Bartolome Salom International Airport,Puerto Cabello,Venezuela,10.48050022,-68.07299805,America/Caracas,U
PBN,Porto Amboim Airport,Porto Amboim,Angola,-10.72200012,13.76550007,Africa/Luanda,N
PBP,Islita Airport,Nandayure,Costa Rica,9.856109619,-85.3707962,America/Costa_Rica,U
PBR,Puerto Barrios Airport,Puerto Barrios,Guatemala,15.7309,-88.583801,America/Guatemala,U
PBZ,Plettenberg Bay Airport,Plettenberg Bay,South Africa,-34.08816017,23.32872343,Africa/Johannesburg,U
PCD,Prairie Du Chien Municipal Airport,Prairie du Chien,United States,43.01929855,-91.123703,-,A
PCL,Cap FAP David Abenzur Rengifo International Airport,Pucallpa,Peru,-8.377940178,-74.57430267,America/Lima,U
PCP,Principe Airport,Principe,Sao Tome and Principe,1.662940025,7.411739826,Africa/Sao_Tome,N
PCR,German Olano Airport,Puerto Carreno,Colombia,6.18472,-67.4932,America/Bogota,U
PDA,Obando Airport,Puerto Inírida,Colombia,3.85353,-67.9062,America/Bogota,U
PDK,DeKalb Peachtree Airport,Atlanta,United States,33.87559891,-84.30200195,America/New_York,A
PDO,Pendopo Airport,Talang Gudang-Sumatra Island,Indonesia,-3.286070108,103.8799973,Asia/Jakarta,N
PDS,Piedras Negras International Airport,Piedras Negras,Mexico,28.627399,-100.535004,America/Mexico_City,S
