Name,IATA,ICAO,Country,Active
Servicios Corporativos Aereos De La Laguna,,SPL,Mexico,N
Skorpion Air,,SPN,Bulgaria,N
Sapphire Aviation,,SPP,United States,N
Servicios Aereos Palenque,,SPQ,Mexico,N
Servicios Aereos Tribasa,,TBS,Mexico,N
Shuttle America,S5,TCF,United States,Y
SAAB Nyge Aero,,TGT,Sweden,N
Spark Air,,THB,Thailand,N
S C Ion Tiriac,,TIH,Romania,N
Starlite Aviation,,TRL,South Africa,N
Servicios Aereos Corporativos,,TRN,Mauritania,N
Societe Tout Tranport Mauritanien,,TTM,Mauritania,N
Servicios Aereos Tamazula,,TZU,Mexico,N
Shar Ink,,UGP,Russia,N
Second Sverdlovsk Air Enterprise,,UKU,Russia,N
Servicios Aereos Universitarios,,UNT,Mexico,N
Skif-Air,,USK,Ukraine,N
Smarkand Aero Servise,,USN,Uzbekistan,N
Samarkand Airways,,UZS,Uzbekistan,N
Servicios Aereos Avandaro,,VDO,Mexico,N
Stichting Vliegschool 16Hoven,,VGS,Netherlands,N
Silverback Cargo Freighters,,VRB,Rwanda,N
Sirvair,,VRS,Mexico,N
Scat Air,DV,VSV,Kazakhstan,Y
Sunset Aviation,,VXN,United States,N
Sport Air Travel,,WCC,United States,N
Swift Copters,,WFC,Switzerland,N
Skyrover CC,,WLK,South Africa,N
Safarilink Aviation,,XLK,Kenya,N
SENEAM,,XMX,Mexico,N
Southport Air Service,,XPG,United States,N
Spectrum Air Service,,XSA,United States,N
Stephenville Aviation Services,,XSN,Canada,N
Servicios Aereos Textra,,XTA,Mexico,N
Sector Airlines,,XTR,Canada,N
Skyplan Services,,XXS,Canada,N
Stewart Aviation Services,,YBE,United States,N
Sirin,R1,,,N
Star Air,S6,,Denmark,N
Servicios Aereos Integrales / Flyant,,FYA,Spain,N
State Flight Academy of Ukraine,,UFA,Ukraine,N
Trans Jet Airways,,SWL,Sweden,N
Turbot Air Cargo,,TAC,Senegal,N
Tranporte Aereo Dominicano,,TAD,Dominican Republic,N
TAME,EQ,TAE,Ecuador,Y
Trans International Express Aviation,,BAP,United States,N
TAG Aviation USA,,TAG,United States,N
Talair,,TAL,Papua New Guinea,N
TAM Brazilian Airlines,JJ,TAM,Brazil,Y
Transaustralian Air Express,,AUC,Australia,N
TAP Portugal,TP,TAP,Portugal,Y
Tunisair,TU,TAR,Tunisia,Y
Transportes Aereos Tauro,,TAU,Mexico,N
Travelair,,TAX,Germany,N
TNT Airways,3V,TAY,Belgium,N
Transbrasil,,TBA,Brazil,N
Turbine Air Cargo UK,,TBC,United Kingdom,N
Thunderbird Tours,,TBD,Canada,N
Tropical Airways,M7,TBG,Haiti,N
Trinity Air Bahamas,,TBH,Bahamas,N
TAB Express International,,TBI,United States,N
Taban Air Lines,,TBM,Iran,N
Teebah Airlines,,TBN,Sierra Leone,N
Tubelair,,TBR,Tunisia,N
Tobago Express,,TBX,Trinidad and Tobago,N
Tropican Air Services,,TCA,Egypt,N
Transporte del Caribe,,TCB,Colombia,N
Trans Continental Airlines,,TCC,Sudan,N
Tchad Airlines,,TCD,Chad,N
Trans-Colorado Airlines,,TCE,United States,N
Thai Air Cargo,T2,TCG,Thailand,Y
Transcontinental Air,,TCH,Bahrain,N
Teledyne Continental Motors,,TCM,United States,N
Trans Continental Airlines,,TCN,United States,N
Transcorp Airways,,TCP,United Kingdom,N
Transcontinental Sur,,TCT,Uruguay,N
Transglobal Airways Corporation,,TCU,Philippines,N
Thomas Cook Airlines,FQ,TCW,Belgium,Y
Thomas Cook Airlines,MT,TCX,United Kingdom,Y
Twin Cities Air Service,,TCY,United States,N
Tadair,,TDC,Spain,N
Tellavia / Flight One,,TDE,United States,N
Transportes Aereos de Ixtlan,,TDI,Mexico,N
Tandem Aero,TQ,TDM,Moldova,N
TRADO,,TDO,Dominican Republic,N
Trade Air,,TDR,Croatia,N
Taxi Aero Nacional Del Evora,,TDV,Mexico,N
Tradewinds Airlines,,TDX,United States,N
Tenir Airlines,,TEB,Kyrgyzstan,N
Teamline Air,L9,TLW,Austria,N
Tecnicas Fotograficas,,TEF,Spain,N
Tempelhof Airways,,TEH,United States,N
Telford Aviation,,TEL,United States,N
Tech-Mont Helicopter Company,,TEM,Slovakia,N
Tennessee Airways,,TEN,United States,N
Territorial Airlines,,TER,United States,N
TAES Transportes Aereos de El Salvador,,TES,El Salvador,N
Transeuropean Airlines,UE,TEP,Russia,N
Tepavia-Trans Airlines,,TET,Moldova,N
Trans-Florida Airlines,,TFA,United States,N
Tair Airways,,TFB,Philippines,N
Talon Air,,TFF,United States,N
Trabajos Aereos Murcianos,,AIM,Spain,N
Thai Flying Helicopter Service,,TFH,Thailand,N
Transport Facilitators,,TFI,United States,N
Transafrik International,,TFK,Sao Tome and Principe,N
Transportes Aereos del Pacifico,,TFO,Mexico,N
Thai Flying Service,,TFT,Thailand,N
Transportes Aereos San Rafael,,SRF,Chile,N
Tayside Aviation,,TFY,United Kingdom,N
TG Aviation,,TGC,United Kingdom,N
Trabajos Aereos,,TGE,Spain,N
Transportes Aereos Regionales,,TGI,Mexico,N
TAG Aviation Espana,,TGM,Spain,N
Trigana Air Service,,TGN,Indonesia,Y
Titan Airways,ZT,AWC,United Kingdom,N
Transport Canada,,TGO,Canada,N
Tiger Airways,TR,TGW,Singapore,Y
Tiger Airways Australia,TT,TGW,Australia,Y
Transair Gabon],,TGX,Gabon,N
Trans Guyana Airways,,TGY,Guyana,N
Thai Airways International,TG,THA,Thailand,Y
Tar Heel Aviation,,THC,United States,N
Toumai Air Tchad,,THE,Chad,N
Touraine Helicoptere,,THF,France,N
Thai Global Airline,,THG,Thailand,N
Thai Jet Intergroup,,THJ,Thailand,N
Turk Hava Kurumu Hava Taksi Isletmesi,,THK,Turkey,Y
Thai AirAsia,FD,AIQ,Thailand,Y
TACA De Honduras,,THO,Honduras,N
Tehran Airline,,THR,Iran,N
Thunder Airlines,,THU,Canada,N
Turkish Airlines,TK,THY,Turkey,Y
Trans Helicoptere Service,,THZ,France,N
Trans International Airlines,,TIA,United States,N
Travel International Air Charters,,TIC,Zambia,N
Time Air,,TIE,Czech Republic,N
Tic Air,,TIK,Australia,N
Tajikistan International Airlines,,TIL,Tajikistan,Y
TEAM Transportes Aereos,,TIM,Brazil,N
Taino Tours,,TIN,Dominican Republic,N
Tesis,,TIS,Russia,N
Transcarga Intl Airways,,TIW,Venezuela,N
Tajikair,,TJK,Tajikistan,N
Tien-Shan,,TJN,Kazakhstan,N
Tyrolean Jet Service,,TJS,Austria,N
Twin Jet,T7,TJT,France,Y
Tikal Jets Airlines,,TKC,Guatemala,N
Take Air Line,,TKE,France,N
Tropical International Airways,,TKX,Saint Kitts and Nevis,N
Thai Sky Airlines,9I,TKY,Thailand,N
Translift Airways,,TLA,Ireland,Y
Transport Africa,,TLF,Sierra Leone,N
Trans Atlantic Airlines,,TLL,Sierra Leone,N
Eagle Canyon Airlines,,TLO,United States,N
Tulip Air,TD,TLP,Netherland,N
Tunisavia,,TAJ,Tunisia,N
TLC Air,,TLS,United States,N
Turtle Airways,,TLT,Fiji,N
Travelair,,TLV,Uruguay,N
Telesis Transair,,TLX,United States,N
Top-Fly,,TLY,Spain,N
Trans Mediterranean Airlines,TL,TMA,Lebanon,Y
Transmed Airlines,,TMD,Egypt,N
Tri-MG Intra Asia Airlines,GY,TMG,Indonesia,N
Taxis Turisticos Marakame,,TMH,Mexico,N
Tamir Airways,,TMI,Israel,N
Tomahawk Airways,,TMK,United States,N
TAM,,TML,Madagascar,N
TMC Airlines,,TMM,United States,N
TRAM,,TMQ,Mauritania,N
Timberline Air,,TMR,Canada,N
Temsco Helicopters,,TMS,United States,N
Trans Midwest Airlines,,TMT,United States,N
Tramon Air,,TMX,South Africa,N
Transportes Aereos del Mundo Maya,,TMY,Mexico,N
Tranporte Amazonair,,TMZ,Venezuela,N
Trans Air-Benin,,TNB,Benin,N
Taxis Aereos del Noroeste,,TNE,Mexico,N
Transafricaine,,TNF,Burkina Faso,N
Tennessee Air National Guard 164th Airlift Group,,TNG,United States,N
Transair International Linhas Aereas,,TNI,United States,N
Tengeriyn Ulaach Shine,,TNL,Mongolia,N
Tiara Air,3P,TNM,Aruba,Y
Transped Aviation,,TNP,Austria,N
Tanana Air Services,,TNR,United States,N
Trans North Turbo Air,,TNT,Canada,N
Transnorthern,,TNV,United States,N
Trans Nation Airways,,TNW,Ethiopia,N
Trener Ltd,,TNX,Hungary,N
Twin Town Leasing Company,,TNY,United States,N
Tobruk Air,7T,TOB,Libya,N
TOJ Airlines,,TOJ,Tajikistan,N
Tol-Air Services,TI,TOL,United States,N
Thomsonfly,BY,TOM,United Kingdom,Y
Top Air,,TOP,Turkey,N
Toronto Airways,,TOR,Canada,N
Tropic Air,PM,TOS,Belize,Y
Totavia,,TOT,Canada,N
Tower Air,FF,TOW,United States,N
Toyota Canada,,TOY,Canada,N
TAMPA,QT,TPA,Colombia,Y
Top Speed,,TPD,Austria,N
Taxis Aereos del Pacifico,,TPF,Mexico,N
Transportes Aereos Pegaso,,TPG,Mexico,N
TAR Interpilot,,TPL,Mauritania,N
Transpais Aereo,,TPM,Mexico,N
Transportacion Aerea del Norte,,TPN,Mexico,N
Transpac Express,,TPP,Australia,N
Taxis Aereos De Parral,,TPR,Mexico,N
TAPSA Transportes Aereos Petroleros,,TPS,Argentina,N
Transportes Aereo del Sureste,,TPT,Mexico,N
Trans American Airlines (Trans Am),,TPU,Peru,N
Thai Pacific Airlines Business,,TPV,Thailand,N
Transportes Aereos De Xalapa,,TPX,Mexico,N
Trans-Provincial Airlines,,TPY,Canada,N
Transportes La Paz,,TPZ,Mexico,N
Taquan Air Services,,TQN,United States,N
Transportacion Aerea De Queretaro,,TQR,Mexico,N
TransAsia Airways,GE,TNA,Taiwan,Y
Transavia Holland,HV,TRA,Netherlands,Y
Trans Air Charter,,TRC,United States,N
TACV,VR,TCV,Portugal,Y
Trans Island Air,,TRD,Barbados,N
Taxi Air Fret,,TRF,France,N
TRAGSA (Medios Aereos),,TRG,Spain,N
Trans Euro Air,,TRJ,United Kingdom,N
Transport Aerien de Mauritanie,,TRM,Mauritania,N
Tropic Airlines-Air Molokai,,TRO,United States,N
Turdus Airways,,TRQ,Netherland,N
Tramson Limited,,TRR,Sudan,N
Trans Arabian Air Transport,,TRT,Sudan,N
Triangle Airline (Uganda),,TRU,Uganda,N
Transwestern Airlines of Utah,,TRW,United States,N
Tristar Airlines,,TRY,United States,N
TransMeridian Airlines,T9,TRZ,United States,N
Transair France,,TSA,France,N
TAF-Linhas Aereas,,TSD,Brazil,N
Transmile Air Services,TH,TSE,Malaysia,N
Trans-Air-Congo,,TSG,Republic of the Congo,N
Transport'air,,TSI,France,N
Trast Aero,S5,TSJ,Kyrgyzstan,N
Trast Aero,,TSK,Kyrgyzstan,N
Thai Aviation Services,,TSL,Thailand,N
Taftan Airlines,,SBT,Iran,N
Transwest Air,9T,ABS,Canada,Y
Trans Sayegh Airport Services,,TSM,Lebanon,N
Trans-Air Services,,TSN,Nigeria,N
Transaero Airlines,UN,TSO,Russia,Y
Transportes Aereos Inter,,TSP,Guatemala,N
Trans Service Airlift,,TSR,Democratic Republic of Congo,N
Tri-State Aero,,TSS,United States,N
TRAST,,TST,Kazakhstan,N
Tropair Airservices,,TSV,United Kingdom,N
Transwings,,TSW,Switzerland,N
Thai Star Airlines,T9,TSX,Thailand,N
Tristar Air,,TSY,Egypt,N
TTA - Sociedade de Transporte e Trabalho Aereo,,TTA,Mozambique,N
Transteco,,TTC,Angola,N
Tarhan Tower Airlines,,TTH,Turkey,N
Total Linhas Aereas,,TTL,Brazil,N
Triple O Aviation,,TTP,Nigeria,N
Transportaciones Y Servicios Aereos,,TTR,Mexico,N
Transporte Aereo Tecnico Ejecutivo,,TTS,Mexico,N
Turkmenistan Airlines,T5,TUA,Turkmenistan,Y
Turismo Aereo de Chile,,TUC,Chile,N
Tuninter,UG,TUI,Tunisia,Y
Tulpar Air,,TUL,Russia,N
Tyumenspecavia,,TUM,Russia,N
Taxi Aereo Turistico,,TUO,Mexico,N
Tulpar Air Service,,TUX,Kazakhstan,N
Tuna Aero,,TUZ,Sweden,N
Trans America Airlines,,TVA,United States,N
Trabajos Aereos Vascongados,,TVH,Spain,N
Tiramavia,,TVI,Moldova,N
Travel Service,,TVL,Hungary,N
Transavio,,TVO,Italy,N
Tavrey Airlines,T6,TVR,Ukraine,N
Travel Service,QS,TVS,Czech Republic,Y
Trans World Airlines,TW,TWA,United States,N
Transwede Airways,,TWE,Sweden,N
Twinjet Aircraft Sales,,TWJ,United Kingdom,N
Tradewinds Aviation,,TWL,Canada,N
Transairways,,TWM,Mozambique,N
Twente Airlines,,TWO,Netherlands,N
Trans Air Welwitchia,,TWW,Angola,N
Texair Charter,,TXA,United States,N
Transaviaexport,AL,TXC,Belarus,N
Transilvania Express,,TXE,Romania,N
Taxi Aereo Cozatl,,TXL,Mexico,N
Taxi Aereo de Mexico,,TXM,Mexico,N
Texas National Airlines,,TXN,United States,N
Taxis Aereos de Sinaloa,,TXO,Mexico,N
Taxirey,,TXR,Mexico,N
Texas Airlines,,TXS,United States,N
Texas Air Charters,,TXT,United States,N
Tex Star Air Freight,,TXZ,United States,N
Tayflite,,TYF,United Kingdom,N
Trygg-Flyg,,TYG,Sweden,N
Tyrol Air Ambulance,,TYW,Austria,N
Transporte Aereo Ernesto Saenz,,TZE,Mexico,N
Tajikstan,,TZK,Tajikistan,N
Thyssen Krupp AG,,BLI,Germany,N
TUIfly Nordic,6B,BLX,Sweden,Y
Transportes Aereos Bolivianos,,BOL,Bolivia,N
Tiphook PLC,,BOX,United Kingdom,N
Top Flight Air Service,,CHE,United States,N
Trans America,,CLR,United States,N
Triple Alpha,,CLU,Germany,N
Tashkent Aircraft Production Corporation,,CTP,Uzbekistan,N
Texas Airways,,CWT,United States,N
Transportes Aereos Don Carlos,,DCL,Chile,N
Telnic Limited,,DOT,United Kingdom,N
Triton Airlines,,DRC,Canada,N
TAAG Angola Airlines,DT,DTA,Angola,Y
Tassili Airlines,SF,DTH,Algeria,N
Transporte Ejecutivo Aereo,,EAR,Mexico,N
Transportes Aereos Nacionales De Selva Tans,,ELV,Peru,N
TAG Farnborough Airport,,FBO,United Kingdom,N
Transaviaservice,,FNV,Georgia,N
TAG Aviation,,FPG,Switzerland,N
The 955 Preservation Group,,GFN,United Kingdom,N
Trans-Air-Link,,GJB,United States,N
Tradewind Aviation,,GPD,United States,N
Trail Lake Flying Service,,HBA,United States,N
TAF Helicopters,,HET,Spain,N
Tango Bravo,,HTO,France,N
Turkish Air Force,,HVK,Turkey,Y
Thryluthjonustan,,IHS,Iceland,N
TA-Air Airline,,IRF,Iran,N
Tara Air Line,,IRR,Iran,N
Trading Air Cargo,,JCH,Mauritania,N
Trans-Kiev,,KCA,Ukraine,N
Tal Air Charters,,JEL,Canada,N
Transcontinental Airlines,,KRA,Kazakhstan,N
Transaviabaltika,,KTB,Lithuania,N
Transair-Gyraintiee,,KTS,Russia,N
TAM Mercosur,PZ,LAP,Paraguay,Y
The Lancair Company,,LCC,United States,N
The Army Aviation Heritage Foundation,,LEG,United States,N
Top Sky International,,LKW,Indonesia,N
Trans States Airlines,AX,LOF,United States,Y
Trans Atlantis,,LTA,Canada,N
Transportacion Aerea Del Mar De Cortes,,MCT,Mexico,N
Transporte Aero MGM,,MGM,Mexico,N
Tigerfly,,MOH,United Kingdom,N
Transportes Aereos Amparo,,MPO,Mexico,N
Trans Air,,MUI,United States,N
Transportes Aereos Mexiquenses,,MXQ,Mexico,N
Travelsky Technology,1E,,China,N
Thalys,2H,,Belgium,N
TNT International Aviation,,NTR,United Kingdom,N
Open Skies Consultative Commission,1L,OSY,United States,N
Trans-Pacific Orient Airways,,PCW,Philippines,N
Tauranga Aer Club,,PGS,New Zealand,N
TSSKB-Progress,,PSS,Russia,N
Trans World Express,,RBD,United States,N
Trans Reco,,REC,Mauritania,N
Tas Aviation,,RMS,United States,N
Tarom,RO,ROT,Romania,Y
Transportes Aereos I.R. Crusoe,,ROU,Chile,N
Transportes Aereos Sierra,,RRT,Mexico,N
Tbilisi Aviation University,,RRY,Georgia,N
Trans Am Compania,,RTM,Ecuador,N
Trans Sahara Air,,SBJ,Nigeria,N
Transportes Aereos Sierra Madre,,SEI,Mexico,N
Trans Asian Airlines,,SRT,Kazakhstan,N
Turan Air,3T,URN,Azerbaijan,Y
TRIP Linhas A,8R,TIB,Brazil,Y
Tusheti,,USB,Georgia,N
TAPC Aviatrans Aircompany,,UTM,Uzbekistan,N
Trans-Ulgii,,UTN,Mongolia,N
Transarabian Transportation Services,,UTT,Uganda,N
Transaven,,VEN,Venezuela,N
Tag Aviation UK,,VIP,United Kingdom,N
Tbilaviamsheni,,VNZ,Georgia,N
Taxi de Veracruz,,VRC,Mexico,N
Travel Express Aviation Services,,XAR,Indonesia,N
Taxi Aero Del Norte,,XNR,Mexico,N
Transports et Travaux A,OF,,,N
USAF Air Mobility Operations Control Center,,DOD,United States,N
U.S. Department of the Interior,,DOI,United States,N
United Kingdom Civil Aviation Authority,,EXM,United Kingdom,N
Union des Transports Africains de Guinee,,GIH,Guinea,N
US Army Parachute Team,,GKA,United States,N
USA3000 Airlines,U5,GWY,United States,Y
United Arabian Airlines,,UAB,Sudan,N
United Airlines,UA,UAL,United States,Y
United Air Charters,,UAC,Zimbabwe,Y
United Carriers Systems,,UCS,United States,N
United Eagle Airlines,,UEA,China,N
United Feeder Service,U2,,United States,N
United Kingdom Civil Aviation Authority,,CFU,United Kingdom,N
United Kingdom Royal VIP Flights,,KRF,United Kingdom,N
United Kingdom Royal VIP Flight,,KRH,United Kingdom,N
United Kingdom Civil Aviation Authority,,SDS,United Kingdom,N
United Kingdom Royal VIP Flights,,TQF,United Kingdom,N
United States Coast Guard Auxiliary,,CGX,United States,N
United States Department Of Agriculture,,AGR,United States,N
University Air Squadron,,UAD,United Kingdom,N
University Air Squadron,,UAJ,United Kingdom,N
University Air Squadron,,UAA,United Kingdom,N
University Air Squadron,,UAH,United Kingdom,N
Universal Avia,,HBU,Ukraine,N
UK HEMS,,HLE,United Kingdom,N
USA Jet Airlines,U7,JUS,United States,N
Unijet,,LEA,France,N
US Marshals Service,,MSH,United States,N
University of North Dakota,,NDU,United States,N
Universal Airlines,,PNA,United States,N
Uganda Royal Airways,,RAU,Uganda,N
United Aviation Services,,SAU,Spain,N
Ural Airlines,U6,SVR,Russia,Y
Ukraine Transavia,,TRB,Ukraine,N
United Arab Emirates Air Force,,UAF,United Arab Emirates,N
Union Africaine des Transports,,UAI,Ivory Coast,N
Uganda Air Cargo,,UCC,Uganda,N
US Airports Air Charter,,UCH,United States,N
Ucoaviacion,,UCO,Spain,N
Ues-Avia Aircompany,,UES,Ukraine,N
UFS,,UFS,United States,N
Uganda Airlines,,UGA,Uganda,N
Urgemer Canarias,,UGC,Spain,N
Ukrainian Helicopters,,UHL,Ukraine,N
Ulyanovsk Higher Civil Aviation School,,UHS,Russia,N
Universal Jet Rental de Mexico,,UJR,Mexico,N
Universal Jet Aviation,,UJT,United States,N
UK International Airlines,,UKI,United Kingdom,N
Ukraine Air Alliance,,UKL,Ukraine,N
UM Airlines,UF,UKM,Ukraine,Y
Ukraine Air Enterprise,,UKN,Ukraine,N
United Kingdom Home Office,,UKP,United Kingdom,N
Ukrainian Cargo Airways,6Z,UKS,Ukraine,N
Ultrair,,ULT,United States,N
Unitemp-M,,UMS,Russia,N
Uni-Fly,,UNC,Denmark,N
Union Flights,,UNF,United States,N
Universal Jet,,UNJ,Spain,N
Unsped Paket Servisi,,UNS,Turkey,N
Unifly Servizi Aerei,,UNU,Italy,N
Ukrainian Pilot School,,UPL,Ukraine,N
United Parcel Service,5X,UPS,United States,N
Uraiavia,,URV,Russia,N
US Airways,US,USA,United States,Y
US Check Airlines,,USC,United States,N
USAfrica Airways,,USF,United States,N
US Helicopter,,USH,United States,Y
US Jet,,USJ,United States,N
US Express,,USX,United States,N
UTair Aviation,UT,UTA,Russia,Y
UTAGE,,UTG,Equatorial Guinea,N
Utair South Africa,,UTR,South Africa,N
Ukrainian State Air Traffic Service Enterprise,,UTS,Ukraine,N
Urartu-Air,,UTU,Armenia,N
Universal Airways,,UVA,United States,N
Universal Airlines,,UVG,Guyana,N
Uvavemex,,UVM,Mexico,N
United States Air Force,,AIO,United States,Y
United Aviation,,UVN,Kuwait,N
Uzbekistan Airways,HY,UZB,Uzbekistan,Y
Ukraine International Airlines,PS,AUI,Ukraine,Y
Universal Airlines,,WEC,United States,N
US Helicopter Corporation,UH,,United States,Y
V Australia Airlines,VA,VAU,Australia,N
V Bird Airlines Netherlands,,VBA,Netherlands,N
V-avia Airline,,WIW,Ukraine,N
V-Berd-Avia,,VBD,Armenia,N
Vacationair,,VAC,Canada,N
Valair AG (Helicoptere),,RDW,Switzerland,N
Valan International Cargo Charter,,VLA,South Africa,N
Valan Limited,,VLN,Moldova,N
Valfell-Verkflug,,EHR,Iceland,N
Valuair,VF,VLU,Singapore,Y
Van Air Europe,,VAA,Czech Republic,N
Vanguardia en Aviacion en Colima,,VGC,Mexico,N
Vanguard Airlines,,VGD,United States,N
Vasco Air,,VFC,Vietnam,Y
Vega,,VAG,Kazakhstan,N
Vega Air Company,,WGA,Ukraine,N
Veles,,WEL,VELES,N
Verataxis,,VTX,Mexico,N
Veritair Ltd,,BTP,United Kingdom,N
Voyageur Airways,VC,VAL,Canada,N
Vernicos Aviation,,GRV,Greece,N
Vietnam Airlines,VN,HVN,Vietnam,Y
Vozdushnaya Academy,,KWA,Kazakhstan,N
VIM Airlines,NN,MOV,Russia,Y
VIM-Aviaservice,,MVY,Russia,N
VIA Rail Canada,2R,,Canada,N
Victoria Aviation,,ENV,United Kingdom,N
Viscount Air Service,,VCT,United States,N
Vision Airlines,,SSI,Nigeria,N
VIP Air Charter,,FXF,United States,N
VIP Avia,,PAV,Kazakhstan,N
VIP Avia,,PRX,Latvia,N
Visionair,,VAT,Ireland,N
Viasa,VA,,Venezuela,N
VICA - Viacao Charter Aereos,,VCA,Brazil,N
Volare Air Charter Company,,VCM,United States,N
Volaris,Y4,VOI,Mexico,Y
Volga-Dnepr Airlines,VI,VDA,Russia,Y
Vega Airlines,,VEA,Bulgaria,N
Venescar Internacional,,VEC,Venezuela,N
Victor Echo,,VEE,Spain,N
Virgin Express Ireland,,VEI,Ireland,N
Virgin America,VX,VRD,United States,Y
Vieques Air Link,,VES,United States,N
Virgin Express,TV,VEX,Belgium,Y
VZ Flights,,VFT,Mexico,N
Virgin Nigeria Airways,VK,VGN,Nigeria,Y
Vologda State Air Enterprise,,VGV,Russia,N
VH-Air Industrie,,VHA,Angola,N
VHM Schul-und-Charterflug,,VHM,Germany,N
Vibroair Flugservice,,VIB,Germany,N
VIP Servicios Aereos Ejecutivos,,VIC,Mexico,N
VIP Empresarial,,VIE,Mexico,N
VIF Luftahrt,,VIF,Austria,N
Vega Aviation,,VIG,Sudan,N
Vichi,,VIH,Moldova,N
Viking Airlines,,VIK,Sweden,N
Vinair - Helicoptereos,,VIN,Portugal,N
Virgin Atlantic Airways,VS,VIR,United Kingdom,Y
Viajes Ejecutivos Mexicanos,,VJM,Mexico,N
Vistajet,,VJT,Canada,N
Viva Macau,ZG,VVM,Macao,Y
Volare Airlines,VE,VLE,Italy,Y
Vueling Airlines,VY,VLG,Spain,Y
Vladivostok Air,XF,VLK,Russia,Y
Varig Log,LC,VLO,Brazil,Y
Vertical-T Air Company,,VLT,Russia,N
Vero Monmouth Airlines,,VMA,United States,N
Vipport Joint Stock Company,,VNK,Russia,N
Viaggio Air,VM,VOA,Bulgaria,N
Voyager Airlines,,VOG,Bangladesh,N
Virgin Australia,VA,VOZ,Australia,Y
Virgin Blue,DJ,VBI,Australia,N
VIP Air,,VPA,Slovakia,N
Veteran Air,,VPB,Ukraine,N
VIP-Avia,,VPV,Georgia,N
Vertair,,VRA,United Kingdom,N
Volare Airlines,,VRE,Ukraine,N
Voar Lda,,VRL,Angola,N
VRG Linhas Aereas,RG,VRN,Brazil,Y
Vickers Limited,,VSB,United Kingdom,N
Visig Operaciones Aereas,,VSG,Spain,N
Vision Airways Corporation,,VSN,Canada,N
Voronezh Aircraft Manufacturing Society,,VSO,Russia,N
VASP,VP,VSP,Brazil,Y
Virign Islands Seaplane Shuttle,,VSS,United States,N
Vuelos Especializados Tollocan,,VTC,Mexico,N
Vuelos Corporativos de Tehuacan,,VTH,Mexico,N
Vostok Airlines,,VTK,Russia,N
Victor Tagle Larrain,,VTL,Chile,N
Vointeh,,VTV,Bulgaria,N
Vuelos Internos Privados VIP,,VUR,Ecuador,N
Vuela Bus,,VUS,Mexico,N
Vzlyet,,VZL,Russia,N
VLM Airlines,VG,VLM,Belgium,Y
Viking Express,,WCY,United States,N
Victoria International Airways,,WEV,Uganda,N
Volga Aviaexpress,,WLG,Russia,N
WDL Aviation,,WDL,Germany,N
WRA Inc,,WRR,United States,N
WSI Corporation,,XWS,United States,N
Walmart Aviation,,CGG,United States,N
Walsten Air Services,,WAS,Canada,N
Walter I Linkoping,,GOT,Sweden,N
Wapiti Aviation,,WPT,Canada,N
Warbelow's Air Ventures,,WAV,United States,N
Warwickshire Aerocentre Ltd.,,ATX,United Kingdom,N
Wasaya Airways,,WSG,Canada,N
Wayraper,7W,,Peru,Y
Weasua Air Transport Company,,WTC,Liberia,N
WebJet Linhas A,WJ,WEB,Brazil,Y
Welch Aviation,,TDB,United States,N
Welcome Air,2W,WLC,Austria,Y
Wermlandsflyg AB,,BLW,Sweden,N
West Africa Airlines,,WCB,Ghana,N
West African Air Transport,,WTF,Senegal,N
West African Airlines,,WSF,Benin,N
West African Cargo Airlines,,WAC,Mauritania,N
West Air Luxembourg,,WLX,Luxembourg,N
West Air Sweden,PT,SWN,Sweden,N
West Caribbean Airways,,WCW,Colombia,N
West Caribbean Costa Rica,,WCR,Costa Rica,N
West Coast Air,8O,,Canada,Y
West Coast Airlines,,WCG,Ghana,N
West Coast Airways,,WCA,Sierra Leone,N
West Freugh DTEO,,TEE,United Kingdom,N
West Wind Aviation,,WEW,Canada,N
WestJet,WS,WJA,Canada,Y
Westair Aviation,,WAA,Namibia,N
Westair Cargo Airlines,,WSC,Cote d'Ivoire,N
Westair Industries,,PCM,United States,N
Westcoast Energy,,BLK,Canada,N
Western Air,,WST,Bahamas,N
Western Air Couriers,,NPC,United States,N
Western Air Express,,WAE,United States,N
Western Airlines,WA,WAL,United States,Y
Western Arctic Air,,WAL,Canada,N
Western Aviators,,WTV,United States,N
Western Express Air Lines,,WES,Canada,N
Western Pacific Airlines,,KMR,United States,N
Western Pacific Airservice,,WPA,Solomon Islands,N
Westflight Aviation,,WSL,United Kingdom,N
Westgates Airlines,,WSA,United States,N
Westland Helicopters,,WHE,United Kingdom,N
Westpoint Air,,WTP,Canada,N
Westward Airways,CN,WWD,United States,N
White,,WHT,Portugal,N
White Eagle Aviation,,WEA,Poland,N
White River Air Services,,WRA,Canada,N
Whyalla Airlines,,WWL,Australia,N
Widerøe,WF,WIF,Norway,Y
Wiggins Airways,,WIG,United States,N
Wiking Helikopter Service,,WHS,Germany,N
Wilbur's Flight Operations,,WFO,United States,N
Williams Air,,WLS,United States,N
Williams Grand Prix Engineering,,WGP,United Kingdom,N
Wimbi Dira Airways,,WDA,Democratic Republic of Congo,N
Winair,,WNA,United States,N
Wind Jet,IV,JET,Italy,Y
Wind Spirit Air,,WSI,United States,N
Windrose Air,,QGA,Germany,N
Windward Islands Airways International,,WIA,Netherland,N
Wings Air,IW,WON,Indonesia,Y
Wings Air Transport,,WAT,Sudan,N
Wings Airways,,WAW,United States,N
Wings Aviation,,WOL,Guyana,N
