IATA,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Time Zone
TEB,Teterboro Airport,Teterboro,United States,40.85010147,-74.06079865,9,-5,A,America/New_York
RCA,Ellsworth Air Force Base,Rapid City,United States,44.14500046,-103.1039963,3276,-7,A,America/Denver
RDU,Raleigh Durham International Airport,Raleigh-durham,United States,35.87760162,-78.78749847,435,-5,A,America/New_York
DAY,James M Cox Dayton International Airport,Dayton,United States,39.90240097,-84.2193985,1009,-5,A,America/New_York
ENA,Kenai Municipal Airport,Kenai,United States,60.57310104,-151.2449951,99,-9,A,America/Anchorage
MLC,Mc Alester Regional Airport,Mcalester,United States,34.882401,-95.783501,770,-6,A,America/Chicago
IAG,Niagara Falls International Airport,Niagara Falls,United States,43.1072998,-78.94619751,589,-5,A,America/New_York
CFD,Coulter Field,Bryan,United States,30.71570015,-96.33139801,367,-6,A,America/Chicago
LIY,Wright AAF (Fort Stewart)/Midcoast Regional Airport,Wright,United States,31.889099,-81.562303,45,-5,A,America/New_York
PHF,Newport News Williamsburg International Airport,Newport News,United States,37.13190079,-76.49299622,42,-5,A,America/New_York
ESF,Esler Regional Airport,Alexandria,United States,31.39489937,-92.29579926,112,-6,A,America/Chicago
LTS,Altus Air Force Base,Altus,United States,34.667099,-99.26670074,1382,-6,A,America/Chicago
TUS,Tucson International Airport,Tucson,United States,32.11610031,-110.9410019,2643,-7,N,America/Phoenix
MIB,Minot Air Force Base,Minot,United States,48.4156,-101.358002,1667,-6,A,America/Chicago
BAB,Beale Air Force Base,Marysville,United States,39.13610077,-121.4369965,113,-8,A,America/Los_Angeles
IKK,Greater Kankakee Airport,Kankakee,United States,41.07139969,-87.84629822,630,-6,A,America/Chicago
GSB,Seymour Johnson Air Force Base,Goldsboro,United States,35.33940125,-77.96060181,109,-5,A,America/New_York
PVD,Theodore Francis Green State Airport,Providence,United States,41.732601,-71.420403,55,-5,A,America/New_York
SBY,Salisbury Ocean City Wicomico Regional Airport,Salisbury,United States,38.34049988,-75.51029968,52,-5,A,America/New_York
-,Rancho Murieta Airport,Rancho Murieta,United States,38.48680115,-121.1029968,141,-8,A,America/Los_Angeles
BUR,Bob Hope Airport,Burbank,United States,34.20069885,-118.3590012,778,-8,A,America/Los_Angeles
DTW,Detroit Metropolitan Wayne County Airport,Detroit,United States,42.21239853,-83.35340118,645,-5,A,America/New_York
TPA,Tampa International Airport,Tampa,United States,27.97550011,-82.53320313,26,-5,A,America/New_York
PMB,Pembina Municipal Airport,Pembina,United States,48.94250107,-97.24079895,795,-6,A,America/Chicago
POE,Polk Army Air Field,Fort Polk,United States,31.0447998,-93.1917038,330,-6,A,America/Chicago
EIL,Eielson Air Force Base,Fairbanks,United States,64.66570282,-147.102005,547,-9,A,America/Anchorage
HIB,Range Regional Airport,Hibbing,United States,47.38660049,-92.83899689,1354,-6,A,America/Chicago
LFK,Angelina County Airport,Lufkin,United States,31.23399925,-94.75,296,-6,A,America/Chicago
MAF,Midland International Airport,Midland,United States,31.94249916,-102.2020035,2871,-6,A,America/Chicago
GRB,Austin Straubel International Airport,Green Bay,United States,44.48509979,-88.12960052,695,-6,A,America/Chicago
ADM,Ardmore Municipal Airport,Ardmore,United States,34.30301,-97.0196342,777,-6,A,America/Chicago
WRI,Mc Guire Air Force Base,Wrightstown,United States,40.0155983,-74.59169769,131,-5,A,America/New_York
-,Cherry Point MCAS /Cunningham Field/,Cherry Point,United States,34.90090179,-76.88069916,29,-5,A,America/New_York
-,Emanuel County Airport,Santa Barbara,United States,32.60910034,-82.36990356,327,-5,A,America/New_York
AGS,Augusta Regional At Bush Field,Bush Field,United States,33.36989975,-81.96450043,144,-5,A,America/New_York
ISN,Sloulin Field International Airport,Williston,United States,48.17789841,-103.6419983,1982,-6,A,America/Chicago
LIT,Bill & Hillary Clinton National Airport/Adams Field,Little Rock,United States,34.72940063,-92.22429657,262,-6,A,America/Chicago
SWF,Stewart International Airport,Newburgh,United States,41.5041008,-74.10479736,491,-5,A,America/New_York
BDE,Baudette International Airport,Baudette,United States,48.72840118,-94.61219788,1086,-6,A,America/Chicago
SAC,Sacramento Executive Airport,Sacramento,United States,38.51250076,-121.4929962,24,-8,A,America/Los_Angeles
HOM,Homer Airport,Homer,United States,59.64559937,-151.477005,84,-9,A,America/Anchorage
TBN,Waynesville-St. Robert Regional Forney field,Fort Leonardwood,United States,37.74160004,-92.14070129,1159,-6,A,America/Chicago
MGE,Dobbins Air Reserve Base,Marietta,United States,33.91540146,-84.51629639,1068,-5,A,America/New_York
SKA,Fairchild Air Force Base,Spokane,United States,47.61510086,-117.6559982,2461,-8,A,America/Los_Angeles
HTL,Roscommon County - Blodgett Memorial Airport,Houghton Lake,United States,44.359798,-84.671095,1150,-5,A,America/New_York
PAM,Tyndall Air Force Base,Panama City,United States,30.06959915,-85.57540131,17,-6,A,America/Chicago
DFW,Dallas Fort Worth International Airport,Dallas-Fort Worth,United States,32.896801,-97.038002,607,-6,A,America/Chicago
MLB,Melbourne International Airport,Melbourne,United States,28.10280037,-80.64530182,33,-5,A,America/New_York
TCM,McChord Air Force Base,Tacoma,United States,47.13769913,-122.4759979,322,-8,A,America/Los_Angeles
AUS,Austin Bergstrom International Airport,Austin,United States,30.19449997,-97.66989899,542,-6,A,America/Chicago
LCK,Rickenbacker International Airport,Columbus,United States,39.813801,-82.927803,744,-5,A,America/New_York
MQT,Sawyer International Airport,Gwinn,United States,46.35359955,-87.395401,1221,-5,A,America/New_York
TYS,McGhee Tyson Airport,Knoxville,United States,35.81100082,-83.9940033,981,-5,A,America/New_York
HLR,Hood Army Air Field,Fort Hood,United States,31.13870049,-97.71450043,924,-6,A,America/Chicago
STL,St Louis Lambert International Airport,St. Louis,United States,38.748697,-90.370003,618,-6,A,America/Chicago
MIV,Millville Municipal Airport,Millville,United States,39.367802,-75.072197,85,-5,A,America/New_York
SPS,Sheppard Air Force Base-Wichita Falls Municipal Airport,Wichita Falls,United States,33.9888,-98.491898,1019,-6,A,America/Chicago
LUK,Cincinnati Municipal Airport Lunken Field,Cincinnati,United States,39.10329819,-84.41860199,483,-5,A,America/New_York
ATL,Hartsfield Jackson Atlanta International Airport,Atlanta,United States,33.6367,-84.428101,1026,-5,A,America/New_York
MER,Castle Airport,Merced,United States,37.38050079,-120.5680008,191,-8,A,America/Los_Angeles
MCC,Mc Clellan Airfield,Sacramento,United States,38.66759872,-121.401001,77,-8,A,America/Los_Angeles
GRR,Gerald R. Ford International Airport,Grand Rapids,United States,42.88079834,-85.52279663,794,-5,A,America/New_York
INK,Winkler County Airport,Wink,United States,31.77960014,-103.2009964,2822,-6,A,America/Chicago
FAT,Fresno Yosemite International Airport,Fresno,United States,36.77619934,-119.7180023,336,-8,A,America/Los_Angeles
VRB,Vero Beach Regional Airport,Vero Beach,United States,27.6556,-80.417901,24,-5,A,America/New_York
IPL,Imperial County Airport,Imperial,United States,32.83420181,-115.5790024,-54,-8,A,America/Los_Angeles
BNA,Nashville International Airport,Nashville,United States,36.12450027,-86.67819977,599,-6,A,America/Chicago
LRD,Laredo International Airport,Laredo,United States,27.54380035,-99.46160126,508,-6,A,America/Chicago
EDF,Elmendorf Air Force Base,Anchorage,United States,61.25099945,-149.8070068,212,-9,A,America/Anchorage
OTZ,Ralph Wien Memorial Airport,Kotzebue,United States,66.88469696,-162.598999,14,-9,A,America/Anchorage
AOO,Altoona Blair County Airport,Altoona,United States,40.29639816,-78.31999969,1503,-5,A,America/New_York
DYS,Dyess Air Force Base,Abilene,United States,32.42079926,-99.854599,1789,-6,A,America/Chicago
ELD,South Arkansas Regional At Goodwin Field,El Dorado,United States,33.22100067,-92.81330109,277,-6,A,America/Chicago
LGA,La Guardia Airport,New York,United States,40.77719879,-73.87259674,21,-5,A,America/New_York
TLH,Tallahassee Regional Airport,Tallahassee,United States,30.39649963,-84.35030365,81,-5,A,America/New_York
DPA,Dupage Airport,West Chicago,United States,41.90779877,-88.24859619,759,-6,A,America/Chicago
ACT,Waco Regional Airport,Waco,United States,31.61129951,-97.23049927,516,-6,A,America/Chicago
AUG,Augusta State Airport,Augusta,United States,44.3205986,-69.79730225,352,-5,A,America/New_York
-,Hillsboro Municipal Airport,Hillsboro,United States,32.08349991,-97.09719849,686,-6,A,America/Chicago
NIP,Jacksonville Naval Air Station (Towers Field),Jacksonville,United States,30.2358,-81.680603,21,-5,A,America/New_York
MKL,McKellar-Sipes Regional Airport,Jackson,United States,35.599899,-88.915604,434,-6,A,America/Chicago
MKK,Molokai Airport,Molokai,United States,21.1529007,-157.095993,454,-10,N,Pacific/Honolulu
FTK,Godman Army Air Field,Fort Knox,United States,37.90710068,-85.9720993,756,-5,A,America/New_York
-,New River MCAS /H/ /Mccutcheon Fld/ Airport,Jacksonville,United States,34.70840073,-77.43969727,26,-5,A,America/New_York
SJT,San Angelo Regional Mathis Field,San Angelo,United States,31.35770035,-100.4960022,1919,-6,A,America/Chicago
CXL,Calexico International Airport,Calexico,United States,32.66949844,-115.5130005,4,-8,A,America/Los_Angeles
CIC,Chico Municipal Airport,Chico,United States,39.79539871,-121.8580017,240,-8,A,America/Los_Angeles
BTV,Burlington International Airport,Burlington,United States,44.47190094,-73.15329742,335,-5,A,America/New_York
JAX,Jacksonville International Airport,Jacksonville,United States,30.49410057,-81.68789673,30,-5,A,America/New_York
DRO,Durango La Plata County Airport,Durango,United States,37.1515007,-107.7539978,6685,-7,A,America/Denver
IAD,Washington Dulles International Airport,Washington,United States,38.94449997,-77.45580292,312,-5,A,America/New_York
CLL,Easterwood Field,College Station,United States,30.58860016,-96.36380005,320,-6,A,America/Chicago
SFF,Felts Field,Spokane,United States,47.68280029,-117.322998,1953,-8,A,America/Los_Angeles
MKE,General Mitchell International Airport,Milwaukee,United States,42.94720078,-87.89659882,723,-6,A,America/Chicago
ABI,Abilene Regional Airport,Abilene,United States,32.41130066,-99.68190002,1791,-6,A,America/Chicago
COU,Columbia Regional Airport,Columbia,United States,38.81809998,-92.21959686,889,-6,A,America/Chicago
PDX,Portland International Airport,Portland,United States,45.58869934,-122.5979996,31,-8,A,America/Los_Angeles
TNT,Dade Collier Training and Transition Airport,Miami,United States,25.86179924,-80.89700317,13,-5,A,America/New_York
PBI,Palm Beach International Airport,West Palm Beach,United States,26.68320084,-80.09559631,19,-5,A,America/New_York
FTW,Fort Worth Meacham International Airport,Fort Worth,United States,32.819801,-97.362396,710,-6,A,America/Chicago
OGS,Ogdensburg International Airport,Ogdensburg,United States,44.68190002,-75.46549988,297,-5,A,America/New_York
FMH,Cape Cod Coast Guard Air Station,Falmouth,United States,41.65840149,-70.52140045,131,-5,A,America/New_York
BFI,Boeing Field King County International Airport,Seattle,United States,47.52999878,-122.302002,21,-8,A,America/Los_Angeles
SKF,Lackland Air Force Base,San Antonio,United States,29.38419914,-98.58110046,691,-6,A,America/Chicago
HNL,Daniel K Inouye International Airport,Honolulu,United States,21.32062,-157.924228,13,-10,N,Pacific/Honolulu
DSM,Des Moines International Airport,Des Moines,United States,41.5340004,-93.6631012,958,-6,A,America/Chicago
EWN,Coastal Carolina Regional Airport,New Bern,United States,35.07300186,-77.04290009,18,-5,A,America/New_York
SAN,San Diego International Airport,San Diego,United States,32.73360062,-117.1900024,17,-8,A,America/Los_Angeles
MLU,Monroe Regional Airport,Monroe,United States,32.51089859,-92.03769684,79,-6,A,America/Chicago
SSC,Shaw Air Force Base,Sumter,United States,33.97269821,-80.47059631,241,-5,A,America/New_York
ONT,Ontario International Airport,Ontario,United States,34.05599976,-117.6009979,944,-8,A,America/Los_Angeles
GVT,Majors Airport,Greenvile,United States,33.06779861,-96.06529999,535,-6,A,America/Chicago
ROW,Roswell International Air Center Airport,Roswell,United States,33.30160141,-104.5309982,3671,-7,A,America/Denver
DET,Coleman A. Young Municipal Airport,Detroit,United States,42.40919876,-83.00990295,626,-5,A,America/New_York
BRO,Brownsville South Padre Island International Airport,Brownsville,United States,25.90679932,-97.42590332,22,-6,A,America/Chicago
DHN,Dothan Regional Airport,Dothan,United States,31.32130051,-85.44960022,401,-6,A,America/Chicago
WWD,Cape May County Airport,Wildwood,United States,39.00849915,-74.90830231,23,-5,A,America/New_York
NFL,Fallon Naval Air Station,Fallon,United States,39.41659927,-118.7009964,3934,-8,A,America/Los_Angeles
MTC,Selfridge Air National Guard Base Airport,Mount Clemens,United States,42.613463,-82.836919,580,-5,A,America/New_York
FMN,Four Corners Regional Airport,Farmington,United States,36.74119949,-108.2300034,5506,-7,A,America/Denver
CRP,Corpus Christi International Airport,Corpus Christi,United States,27.77039909,-97.50119781,44,-6,A,America/Chicago
SYR,Syracuse Hancock International Airport,Syracuse,United States,43.11119843,-76.10630035,421,-5,A,America/New_York
NQX,Naval Air Station Key West/Boca Chica Field,Key West,United States,24.57579994,-81.68890381,6,-5,A,America/New_York
MDW,Chicago Midway International Airport,Chicago,United States,41.785999,-87.752403,620,-6,A,America/Chicago
SJC,Norman Y. Mineta San Jose International Airport,San Jose,United States,37.362598,-121.929001,62,-8,A,America/Los_Angeles
HOB,Lea County Regional Airport,Hobbs,United States,32.6875,-103.2170029,3661,-7,A,America/Denver
PNE,Northeast Philadelphia Airport,Philadelphia,United States,40.081902,-75.010597,120,-5,A,America/New_York
DEN,Denver International Airport,Denver,United States,39.86169815,-104.6729965,5431,-7,A,America/Denver
PHL,Philadelphia International Airport,Philadelphia,United States,39.87189865,-75.2410965,36,-5,A,America/New_York
SUX,Sioux Gateway Col. Bud Day Field,Sioux City,United States,42.40259933,-96.38439941,1098,-6,A,America/Chicago
MCN,Middle Georgia Regional Airport,Macon,United States,32.69279861,-83.64920044,354,-5,A,America/New_York
TCS,Truth Or Consequences Municipal Airport,Truth Or Consequences,United States,33.23690033,-107.2720032,4853,-7,A,America/Denver
PMD,Palmdale Regional/USAF Plant 42 Airport,Palmdale,United States,34.62939835,-118.0849991,2543,-8,A,America/Los_Angeles
RND,Randolph Air Force Base,San Antonio,United States,29.52969933,-98.27890015,761,-6,A,America/Chicago
NJK,El Centro NAF Airport (Vraciu Field),El Centro,United States,32.829201,-115.671996,-42,-8,A,America/Los_Angeles
CMH,John Glenn Columbus International Airport,Columbus,United States,39.998001,-82.891899,815,-5,A,America/New_York
FYV,Drake Field,Fayetteville,United States,36.00510025,-94.17009735,1251,-6,A,America/Chicago
FSI,Henry Post Army Air Field (Fort Sill),Fort Sill,United States,34.64979935,-98.40219879,1189,-6,A,America/Chicago
-,Princeton Municipal Airport,Princeton,United States,45.55989838,-93.60820007,980,-6,A,America/Chicago
FFO,Wright-Patterson Air Force Base,Dayton,United States,39.8260994,-84.0483017,823,-5,A,America/New_York
GAL,Edward G. Pitka Sr Airport,Galena,United States,64.73619843,-156.9369965,153,-9,A,America/Anchorage
-,Chandler Municipal Airport,Chandler,United States,33.2691,-111.810997,1243,-7,A,America/Phoenix
MWL,Mineral Wells Airport,Mineral Wells,United States,32.78160095,-98.06020355,974,-6,A,America/Chicago
IAB,Mc Connell Air Force Base,Wichita,United States,37.62189865,-97.26820374,1371,-6,A,America/Chicago
NBG,New Orleans NAS JRB/Alvin Callender Field,New Orleans,United States,29.82530022,-90.03500366,2,-6,A,America/Chicago
BFT,Beaufort County Airport,Beaufort,United States,32.41220093,-80.63439941,10,-5,A,America/New_York
TXK,Texarkana Regional Webb Field,Texarkana,United States,33.45370102,-93.99099731,390,-6,A,America/Chicago
PBG,Plattsburgh International Airport,Plattsburgh,United States,44.65090179,-73.4681015,234,-5,A,America/New_York
APG,Phillips Army Air Field,Aberdeen,United States,39.466202,-76.1688,57,-5,A,America/New_York
TCC,Tucumcari Municipal Airport,Tucumcari,United States,35.18280029,-103.6029968,4065,-7,A,America/Denver
ANC,Ted Stevens Anchorage International Airport,Anchorage,United States,61.17440033,-149.9960022,152,-9,A,America/Anchorage
GRK,Robert Gray  Army Air Field Airport,Killeen,United States,31.06719971,-97.8289032,1015,-6,A,America/Chicago
-,Black Rock Airport,Zuni Pueblo,United States,35.08319855,-108.7919998,6454,-7,A,America/Denver
BLI,Bellingham International Airport,Bellingham,United States,48.7928009,-122.538002,170,-8,A,America/Los_Angeles
NQA,Millington-Memphis Airport,Millington,United States,35.356701,-89.8703,320,-6,A,America/Chicago
EKN,Elkins-Randolph Co-Jennings Randolph Field,Elkins,United States,38.88940048,-79.85710144,1987,-5,A,America/New_York
HFD,Hartford Brainard Airport,Hartford,United States,41.73669815,-72.6493988,18,-5,A,America/New_York
SFZ,North Central State Airport,Smithfield,United States,41.92079926,-71.49140167,441,-5,A,America/New_York
MOB,Mobile Regional Airport,Mobile,United States,30.69120026,-88.24279785,219,-6,A,America/Chicago
NUQ,Moffett Federal Airfield,Mountain View,United States,37.4161,-122.049004,32,-8,A,America/Los_Angeles
SAF,Santa Fe Municipal Airport,Santa Fe,United States,35.61709976,-106.0889969,6348,-7,A,America/Denver
BKH,Barking Sands Airport,Barking Sands,United States,22.02280045,-159.7850037,23,-10,A,Pacific/Honolulu
DRI,Beauregard Regional Airport,Deridder,United States,30.83169937,-93.33989716,202,-6,A,America/Chicago
BSF,Bradshaw Army Airfield,Bradshaw Field,United States,19.76009941,-155.5540009,6190,-10,A,Pacific/Honolulu
OLS,Nogales International Airport,Nogales,United States,31.4177,-110.848,3955,-7,A,America/Phoenix
MCF,Mac Dill Air Force Base,Tampa,United States,27.84930038,-82.52120209,14,-5,A,America/New_York
BLV,Scott AFB/Midamerica Airport,Belleville,United States,38.5452,-89.835197,459,-6,A,America/Chicago
OPF,Opa-locka Executive Airport,Miami,United States,25.907,-80.278397,8,-5,A,America/New_York
DRT,Del Rio International Airport,Del Rio,United States,29.37420082,-100.927002,1002,-6,A,America/Chicago
RSW,Southwest Florida International Airport,Fort Myers,United States,26.53619957,-81.75520325,30,-5,A,America/New_York
AKN,King Salmon Airport,King Salmon,United States,58.67679977,-156.6490021,73,-9,A,America/Anchorage
MUI,Muir Army Air Field (Fort Indiantown Gap) Airport,Muir,United States,40.434799,-76.569397,488,-5,A,America/New_York
JHM,Kapalua Airport,Lahania-kapalua,United States,20.96290016,-156.6730042,256,-10,N,Pacific/Honolulu
JFK,John F Kennedy International Airport,New York,United States,40.63980103,-73.77890015,13,-5,A,America/New_York
HST,Homestead ARB Airport,Homestead,United States,25.48859978,-80.38359833,5,-5,A,America/New_York
RAL,Riverside Municipal Airport,Riverside,United States,33.95190048,-117.4449997,819,-8,A,America/Los_Angeles
FLV,Sherman Army Air Field,Fort Leavenworth,United States,39.36830139,-94.91470337,772,-6,A,America/Chicago
WAL,Wallops Flight Facility Airport,Wallops Island,United States,37.94020081,-75.46640015,40,-5,A,America/New_York
HMN,Holloman Air Force Base,Alamogordo,United States,32.85250092,-106.1070023,4093,-7,A,America/Denver
NXX,Willow Grove Naval Air Station/Joint Reserve Base,Willow Grove,United States,40.19979858,-75.14820099,358,-5,A,America/New_York
CYS,Cheyenne Regional Jerry Olson Field,Cheyenne,United States,41.15570068,-104.8119965,6159,-7,A,America/Denver
SCK,Stockton Metropolitan Airport,Stockton,United States,37.89419937,-121.237999,33,-8,A,America/Los_Angeles
CHS,Charleston Air Force Base-International Airport,Charleston,United States,32.89860153,-80.04049683,46,-5,A,America/New_York
RNO,Reno Tahoe International Airport,Reno,United States,39.49909973,-119.7679977,4415,-8,A,America/Los_Angeles
KTN,Ketchikan International Airport,Ketchikan,United States,55.35559845,-131.7140045,89,-9,A,America/Anchorage
YIP,Willow Run Airport,Detroit,United States,42.23789978,-83.53040314,716,-5,A,America/New_York
VBG,Vandenberg Air Force Base,Lompoc,United States,34.73730087,-120.5839996,369,-8,A,America/Los_Angeles
BHM,Birmingham-Shuttlesworth International Airport,Birmingham,United States,33.56290054,-86.75350189,650,-6,A,America/Chicago
NEL,Lakehurst Maxfield Field Airport,Lakehurst,United States,40.03329849,-74.353302,101,-5,A,America/New_York
SYA,Eareckson Air Station,Shemya,United States,52.71229935,174.1139984,95,-10,A,America/Adak
LSV,Nellis Air Force Base,Las Vegas,United States,36.23619843,-115.0339966,1870,-8,A,America/Los_Angeles
RIV,March ARB Airport,Riverside,United States,33.880699,-117.259003,1536,-8,A,America/Los_Angeles
MOD,Modesto City Co-Harry Sham Field,Modesto,United States,37.62580109,-120.9540024,97,-8,A,America/Los_Angeles
SMF,Sacramento International Airport,Sacramento,United States,38.69540024,-121.5910034,27,-8,A,America/Los_Angeles
UGN,Waukegan National Airport,Chicago,United States,42.42219925,-87.86789703,727,-6,A,America/Chicago
COS,City of Colorado Springs Municipal Airport,Colorado Springs,United States,38.805801,-104.700996,6187,-7,A,America/Denver
BUF,Buffalo Niagara International Airport,Buffalo,United States,42.94049835,-78.73220062,728,-5,A,America/New_York
SKY,Griffing Sandusky Airport,Sandusky,United States,41.4333992,-82.65229797,580,-5,A,America/New_York
PAE,Snohomish County (Paine Field) Airport,Everett,United States,47.90629959,-122.2819977,606,-8,A,America/Los_Angeles
MUO,Mountain Home Air Force Base,Mountain Home,United States,43.043598,-115.872002,2996,-7,A,America/Denver
CDC,Cedar City Regional Airport,Cedar City,United States,37.70100021,-113.098999,5622,-7,A,America/Denver
BDL,Bradley International Airport,Windsor Locks,United States,41.93889999,-72.68319702,173,-5,A,America/New_York
MFE,Mc Allen Miller International Airport,Mcallen,United States,26.17580032,-98.23860168,107,-6,A,America/Chicago
NGU,Norfolk Naval Station (Chambers Field),Norfolk,United States,36.937599,-76.289299,17,-5,A,America/New_York
CEF,Westover ARB/Metropolitan Airport,Chicopee Falls,United States,42.19400024,-72.53479767,241,-5,A,America/New_York
LBB,Lubbock Preston Smith International Airport,Lubbock,United States,33.663601,-101.822998,3282,-6,A,America/Chicago
ORD,Chicago O'Hare International Airport,Chicago,United States,41.9786,-87.9048,672,-6,A,America/Chicago
BCT,Boca Raton Airport,Boca Raton,United States,26.37849998,-80.10769653,13,-5,A,America/New_York
FAI,Fairbanks International Airport,Fairbanks,United States,64.81510162,-147.8560028,439,-9,A,America/Anchorage
-,Quantico MCAF /Turner field,Quantico,United States,38.50170135,-77.30529785,10,-5,A,America/New_York
CVS,Cannon Air Force Base,Clovis,United States,34.38280106,-103.3219986,4295,-7,A,America/Denver
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,Kaneohe Bay,United States,21.45050049,-157.7680054,24,-10,A,Pacific/Honolulu
OFF,Offutt Air Force Base,Omaha,United States,41.11830139,-95.91249847,1052,-6,A,America/Chicago
GKN,Gulkana Airport,Gulkana,United States,62.1548996,-145.4570007,1586,-9,A,America/Anchorage
ART,Watertown International Airport,Watertown,United States,43.9919014,-76.021698,325,-5,A,America/New_York
PSP,Palm Springs International Airport,Palm Springs,United States,33.82970047,-116.5070038,477,-8,A,America/Los_Angeles
AMA,Rick Husband Amarillo International Airport,Amarillo,United States,35.219398,-101.706001,3607,-6,A,America/Chicago
FOD,Fort Dodge Regional Airport,Fort Dodge,United States,42.55149841,-94.19259644,1156,-6,A,America/Chicago
BAD,Barksdale Air Force Base,Shreveport,United States,32.50180054,-93.66269684,166,-6,A,America/Chicago
FOE,Topeka Regional Airport - Forbes Field,Topeka,United States,38.95090103,-95.66359711,1078,-6,A,America/Chicago
COT,Cotulla-La Salle County Airport,Cotulla,United States,28.45669937,-99.22029877,474,-6,A,America/Chicago
ILM,Wilmington International Airport,Wilmington,United States,34.27059937,-77.90260315,32,-5,A,America/New_York
BTR,Baton Rouge Metropolitan Airport,Baton Rouge,United States,30.533199,-91.149597,70,-6,A,America/Chicago
-,Meridian Naval Air Station,Meridian,United States,32.55210114,-88.55560303,316,-6,A,America/Chicago
TYR,Tyler Pounds Regional Airport,Tyler,United States,32.35409927,-95.40239716,544,-6,A,America/Chicago
BWI,Baltimore/Washington International Thurgood Marshall Airport,Baltimore,United States,39.1754,-76.668297,146,-5,A,America/New_York
HBR,Hobart Regional Airport,Hobart,United States,34.991317,-99.051313,1563,-6,A,America/Chicago
LNY,Lanai Airport,Lanai,United States,20.78560066,-156.951004,1308,-10,N,Pacific/Honolulu
AEX,Alexandria International Airport,Alexandria,United States,31.32740021,-92.54979706,89,-6,A,America/Chicago
WSD,Condron Army Air Field,White Sands,United States,32.34149933,-106.4029999,3934,-7,A,America/Denver
CDB,Cold Bay Airport,Cold Bay,United States,55.20610046,-162.7250061,96,-9,A,America/Anchorage
TUL,Tulsa International Airport,Tulsa,United States,36.19839859,-95.88809967,677,-6,A,America/Chicago
SIT,Sitka Rocky Gutierrez Airport,Sitka,United States,57.04710007,-135.3619995,21,-9,A,America/Anchorage
ISP,Long Island Mac Arthur Airport,Islip,United States,40.79520035,-73.10019684,99,-5,A,America/New_York
MSP,Minneapolis-St Paul International/Wold-Chamberlain Airport,Minneapolis,United States,44.882,-93.221802,841,-6,A,America/Chicago
ILG,New Castle Airport,Wilmington,United States,39.67869949,-75.60649872,80,-5,A,America/New_York
DUT,Unalaska Airport,Unalaska,United States,53.90010071,-166.5440063,22,-9,A,America/Anchorage
MSY,Louis Armstrong New Orleans International Airport,New Orleans,United States,29.99340057,-90.25800323,4,-6,A,America/Chicago
PWM,Portland International Jetport Airport,Portland,United States,43.64619827,-70.30930328,76,-5,A,America/New_York
OKC,Will Rogers World Airport,Oklahoma City,United States,35.39310074,-97.60070038,1295,-6,A,America/Chicago
ALB,Albany International Airport,Albany,United States,42.74829865,-73.80169678,285,-5,A,America/New_York
VDZ,Valdez Pioneer Field,Valdez,United States,61.13389969,-146.2480011,121,-9,A,America/Anchorage
LFI,Langley Air Force Base,Hampton,United States,37.082901,-76.36049652,11,-5,A,America/New_York
SNA,John Wayne Airport-Orange County Airport,Santa Ana,United States,33.67570114,-117.8679962,56,-8,A,America/Los_Angeles
CBM,Columbus Air Force Base,Colombus,United States,33.64379883,-88.44380188,219,-6,A,America/Chicago
TMB,Kendall-Tamiami Executive Airport,Kendall-tamiami,United States,25.64789963,-80.43280029,8,-5,A,America/New_York
NTU,Oceana Naval Air Station,Oceana,United States,36.820702,-76.033501,23,-5,A,America/New_York
GUS,Grissom Air Reserve Base,Peru,United States,40.64810181,-86.15209961,812,-5,A,America/New_York
CPR,Casper-Natrona County International Airport,Casper,United States,42.908001,-106.463997,5350,-7,A,America/Denver
VPS,Destin-Ft Walton Beach Airport,Valparaiso,United States,30.4832,-86.525398,87,-6,A,America/Chicago
SEM,Craig Field,Selma,United States,32.34389877,-86.9878006,166,-6,A,America/Chicago
EYW,Key West International Airport,Key West,United States,24.55610085,-81.75959778,3,-5,A,America/New_York
CLT,Charlotte Douglas International Airport,Charlotte,United States,35.2140007,-80.94309998,748,-5,A,America/New_York
LAS,McCarran International Airport,Las Vegas,United States,36.08010101,-115.1520004,2181,-8,A,America/Los_Angeles
MCO,Orlando International Airport,Orlando,United States,28.42939949,-81.30899811,96,-5,A,America/New_York
FLO,Florence Regional Airport,Florence,United States,34.1853981,-79.72389984,146,-5,A,America/New_York
GTF,Great Falls International Airport,Great Falls,United States,47.48199844,-111.3710022,3680,-7,A,America/Denver
YNG,Youngstown Warren Regional Airport,Youngstown,United States,41.26070023,-80.67910004,1192,-5,A,America/New_York
FBK,Ladd AAF Airfield,Fort Wainwright,United States,64.83750153,-147.6139984,454,-9,A,America/Anchorage
-,Mc Minnville Municipal Airport,Mackminnville,United States,45.19440079,-123.1360016,163,-8,A,America/Los_Angeles
WRB,Robins Air Force Base,Macon,United States,32.64009857,-83.59190369,294,-5,A,America/New_York
BKK,Suvarnabhumi Airport,Bangkok,Thailand,13.68109989,100.7470016,5,7,U,Asia/Bangkok
NAH,Naha Airport,Naha,Indonesia,3.683209896,125.5279999,16,8,N,Asia/Makassar
MXB,Andi Jemma Airport,Masamba,Indonesia,-2.55803,120.323997,164,8,N,Asia/Makassar
SQR,Soroako Airport,Soroako,Indonesia,-2.531199932,121.3580017,1388,8,N,Asia/Makassar
